station_identifier,name,latitude,longitude,elevation_m,timezone,url,forecast_url,fireweather_zone_url
A4518,Floyd Dryden,58.38889,-134.56556,17.9832,America/Juneau,https://api.weather.gov/stations/A4518,https://api.weather.gov/zones/forecast/AKZ325,https://api.weather.gov/zones/fire/AKZ325
A4519,Delta,38.73921,-108.07312,1516.9896,America/Denver,https://api.weather.gov/stations/A4519,https://api.weather.gov/zones/forecast/COZ011,https://api.weather.gov/zones/fire/COZ292
A4521,Jacobs,40.77694,-124.1775,32.004,America/Los_Angeles,https://api.weather.gov/stations/A4521,https://api.weather.gov/zones/forecast/CAZ103,https://api.weather.gov/zones/fire/CAZ201
A4522,Weaverville,40.73472,-122.94111,626.0592,America/Los_Angeles,https://api.weather.gov/stations/A4522,https://api.weather.gov/zones/forecast/CAZ107,https://api.weather.gov/zones/fire/CAZ283
A4523,Columbus - Rocky Ford Rd,39.23746,-85.89133,195.072,America/Indiana/Indianapolis,https://api.weather.gov/stations/A4523,https://api.weather.gov/zones/forecast/INZ064,https://api.weather.gov/zones/fire/INZ064
A4524,Bloomington - Binford,39.15937,-86.50475,253.8984,America/Indiana/Indianapolis,https://api.weather.gov/stations/A4524,https://api.weather.gov/zones/forecast/INZ062,https://api.weather.gov/zones/fire/INZ062
A4525,Elkhart-Prairie St.,41.65694,-85.96833,234.0864,America/Indiana/Indianapolis,https://api.weather.gov/stations/A4525,https://api.weather.gov/zones/forecast/INZ005,https://api.weather.gov/zones/fire/INZ005
A4526,Lewiston,44.08936,-70.21413,50.9016,America/New_York,https://api.weather.gov/stations/A4526,https://api.weather.gov/zones/forecast/MEZ020,https://api.weather.gov/zones/fire/MEZ107
A4527,Madawaska PSB,47.3553,-68.3211,177.0888,America/New_York,https://api.weather.gov/stations/A4527,https://api.weather.gov/zones/forecast/MEZ001,https://api.weather.gov/zones/fire/MEZ102
A4528,Presque Isle Riverside,46.6823,-68.0162,134.112,America/New_York,https://api.weather.gov/stations/A4528,https://api.weather.gov/zones/forecast/MEZ002,https://api.weather.gov/zones/fire/MEZ103
A4530,Rumford,44.5514,-70.5463,138.0744,America/New_York,https://api.weather.gov/stations/A4530,https://api.weather.gov/zones/forecast/MEZ012,https://api.weather.gov/zones/fire/MEZ104
A4531,Bangor MSS,44.8174,-68.77276,46.0248,America/New_York,https://api.weather.gov/stations/A4531,https://api.weather.gov/zones/forecast/MEZ015,https://api.weather.gov/zones/fire/MEZ113
A4534,Lucerne Valley,34.4101,-116.90687,979.932,America/Los_Angeles,https://api.weather.gov/stations/A4534,https://api.weather.gov/zones/forecast/CAZ060,https://api.weather.gov/zones/fire/CAZ260
A4535,Olancha,36.2806,-118.01166,1121.9688,America/Los_Angeles,https://api.weather.gov/stations/A4535,https://api.weather.gov/zones/forecast/CAZ520,https://api.weather.gov/zones/fire/CAZ226
A4536,Oakland,37.74306,-122.16991,10.9728,America/Los_Angeles,https://api.weather.gov/stations/A4536,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4537,Oakland West,37.8148,-122.2824,3.9624,America/Los_Angeles,https://api.weather.gov/stations/A4537,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4538,Laney College,37.79362,-122.26338,0,America/Los_Angeles,https://api.weather.gov/stations/A4538,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4539,Berkeley Aquatic Park,37.86477,-122.30274,0,America/Los_Angeles,https://api.weather.gov/stations/A4539,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4540,Hayward,37.6547,-122.0317,281.94,America/Los_Angeles,https://api.weather.gov/stations/A4540,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4541,San Rafael,37.9722,-122.5189,3.9624,America/Los_Angeles,https://api.weather.gov/stations/A4541,https://api.weather.gov/zones/forecast/CAZ506,https://api.weather.gov/zones/fire/CAZ506
A4542,San Francisco,37.7658,-122.3978,7.9248,America/Los_Angeles,https://api.weather.gov/stations/A4542,https://api.weather.gov/zones/forecast/CAZ006,https://api.weather.gov/zones/fire/CAZ006
A4543,Redwood City,37.4828,-122.2022,3.9624,America/Los_Angeles,https://api.weather.gov/stations/A4543,https://api.weather.gov/zones/forecast/CAZ508,https://api.weather.gov/zones/fire/CAZ508
A4544,San Jose - Jackson St.,37.3483,-121.8947,18.8976,America/Los_Angeles,https://api.weather.gov/stations/A4544,https://api.weather.gov/zones/forecast/CAZ513,https://api.weather.gov/zones/fire/CAZ513
A4545,San Jose - Knox Ave,37.3382,-121.84989,29.8704,America/Los_Angeles,https://api.weather.gov/stations/A4545,https://api.weather.gov/zones/forecast/CAZ513,https://api.weather.gov/zones/fire/CAZ513
A4546,Los Gatos,37.2267,-121.9786,110.9472,America/Los_Angeles,https://api.weather.gov/stations/A4546,https://api.weather.gov/zones/forecast/CAZ513,https://api.weather.gov/zones/fire/CAZ513
A4547,Cave Camp - Timpanogos Cave,40.44194,-111.71341,1702.9176,America/Denver,https://api.weather.gov/stations/A4547,https://api.weather.gov/zones/forecast/UTZ111,https://api.weather.gov/zones/fire/UTZ479
A4548,San Diego - Sherman Elementary School,32.710177,-117.142665,35.052,America/Los_Angeles,https://api.weather.gov/stations/A4548,https://api.weather.gov/zones/forecast/CAZ043,https://api.weather.gov/zones/fire/CAZ243
A4550,Longmont,40.16459,-105.10086,1520.952,America/Denver,https://api.weather.gov/stations/A4550,https://api.weather.gov/zones/forecast/COZ039,https://api.weather.gov/zones/fire/COZ239
A4551,Greeley Hospital,40.4147,-104.7061,1442.9232,America/Denver,https://api.weather.gov/stations/A4551,https://api.weather.gov/zones/forecast/COZ043,https://api.weather.gov/zones/fire/COZ243
A4552,Rosenstiel,25.7325,-80.1622,3.048,America/New_York,https://api.weather.gov/stations/A4552,https://api.weather.gov/zones/forecast/FLZ173,https://api.weather.gov/zones/fire/FLZ173
A4553,Perdue,25.5864,-80.3269,9.144,America/New_York,https://api.weather.gov/stations/A4553,https://api.weather.gov/zones/forecast/FLZ173,https://api.weather.gov/zones/fire/FLZ173
A4554,Grand Portage,47.9721,-89.6908,230.124,America/Chicago,https://api.weather.gov/stations/A4554,https://api.weather.gov/zones/forecast/MNZ021,https://api.weather.gov/zones/fire/MNZ021
A4555,Dunkirk,42.4992,-79.32,173.1264,America/New_York,https://api.weather.gov/stations/A4555,https://api.weather.gov/zones/forecast/LEZ041,
A4558,Crescent City,41.75613,-124.20347,14.0208,America/Los_Angeles,https://api.weather.gov/stations/A4558,https://api.weather.gov/zones/forecast/CAZ101,https://api.weather.gov/zones/fire/CAZ201
A4559,Chiloquin,42.54108,-121.92164,1306.9824,America/Los_Angeles,https://api.weather.gov/stations/A4559,https://api.weather.gov/zones/forecast/ORZ029,https://api.weather.gov/zones/fire/ORZ624
A4560,Raymone-4th St,46.68822,-123.73176,4.2672,America/Los_Angeles,https://api.weather.gov/stations/A4560,https://api.weather.gov/zones/forecast/WAZ201,https://api.weather.gov/zones/fire/WAZ630
A4574,Valdosta,30.8486,-83.2933,57.3024,America/New_York,https://api.weather.gov/stations/A4574,https://api.weather.gov/zones/forecast/GAZ160,https://api.weather.gov/zones/fire/GAZ160
A4575,Monroe,32.5097,-92.0461,22.5552,America/Chicago,https://api.weather.gov/stations/A4575,https://api.weather.gov/zones/forecast/LAZ014,https://api.weather.gov/zones/fire/LAZ014
A4578,Dixie,32.6833,-93.8617,52.1208,America/Chicago,https://api.weather.gov/stations/A4578,https://api.weather.gov/zones/forecast/LAZ001,https://api.weather.gov/zones/fire/LAZ001
A4579,Nursery Rd,47.71539,-116.82725,685.1904,America/Los_Angeles,https://api.weather.gov/stations/A4579,https://api.weather.gov/zones/forecast/IDZ002,https://api.weather.gov/zones/fire/IDZ101
A4580,James Town Mobile,41.55643,-109.53044,1859.5848,America/Denver,https://api.weather.gov/stations/A4580,https://api.weather.gov/zones/forecast/WYZ028,https://api.weather.gov/zones/fire/WYZ279
A4585,North Holywood,34.18198,-118.36304,199.644,America/Los_Angeles,https://api.weather.gov/stations/A4585,https://api.weather.gov/zones/forecast/CAZ373,https://api.weather.gov/zones/fire/CAZ373
A4586,Bee Ridge,27.2906,-82.5072,7.62,America/New_York,https://api.weather.gov/stations/A4586,https://api.weather.gov/zones/forecast/FLZ160,https://api.weather.gov/zones/fire/FLZ160
A4587,Casa Grande Downtown,32.87758,-111.85222,409.956,America/Phoenix,https://api.weather.gov/stations/A4587,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4588,Aberdeen,45.4686,-98.49406,395.9352,America/Chicago,https://api.weather.gov/stations/A4588,https://api.weather.gov/zones/forecast/SDZ006,https://api.weather.gov/zones/fire/SDZ006
A4589,Parkgate (Eagle River),61.3267,-149.56971,93.8784,America/Anchorage,https://api.weather.gov/stations/A4589,https://api.weather.gov/zones/forecast/AKZ701,https://api.weather.gov/zones/fire/AKZ701
A4590,Laurel,61.18112,-149.834,45.1104,America/Anchorage,https://api.weather.gov/stations/A4590,https://api.weather.gov/zones/forecast/AKZ701,https://api.weather.gov/zones/fire/AKZ701
A4591,Miami Jones Ranch,33.3855,-110.86727,1228.0392,America/Phoenix,https://api.weather.gov/stations/A4591,https://api.weather.gov/zones/forecast/AZZ562,https://api.weather.gov/zones/fire/AZZ133
A4592,Miami Town Site,33.39743,-110.87445,1043.94,America/Phoenix,https://api.weather.gov/stations/A4592,https://api.weather.gov/zones/forecast/AZZ562,https://api.weather.gov/zones/fire/AZZ133
A4593,Bullhead City,35.16611,-114.56611,166.116,America/Phoenix,https://api.weather.gov/stations/A4593,https://api.weather.gov/zones/forecast/AZZ036,https://api.weather.gov/zones/fire/AZZ101
A4594,South Tucson,32.20215,-110.96792,737.0064,America/Phoenix,https://api.weather.gov/stations/A4594,https://api.weather.gov/zones/forecast/AZZ504,https://api.weather.gov/zones/fire/AZZ150
A4595,Apache Junction,33.42,-111.5042,548.9448,America/Phoenix,https://api.weather.gov/stations/A4595,https://api.weather.gov/zones/forecast/AZZ555,https://api.weather.gov/zones/fire/AZZ132
A4596,Stanfield,32.8812,-111.962,395.0208,America/Phoenix,https://api.weather.gov/stations/A4596,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4597,COMBS,33.2192,-111.5608,452.9328,America/Phoenix,https://api.weather.gov/stations/A4597,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4598,Pinal County Housing,32.89106,-111.5705,440.1312,America/Phoenix,https://api.weather.gov/stations/A4598,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4599,Eloy,32.75764,-111.55486,470.916,America/Phoenix,https://api.weather.gov/stations/A4599,https://api.weather.gov/zones/forecast/AZZ505,https://api.weather.gov/zones/fire/AZZ150
A4600,Maricopa,33.06115,-112.05204,353.8728,America/Phoenix,https://api.weather.gov/stations/A4600,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4601,CasaBlanca,33.11753,-111.88491,366.9792,America/Phoenix,https://api.weather.gov/stations/A4601,https://api.weather.gov/zones/forecast/AZZ553,https://api.weather.gov/zones/fire/AZZ132
A4603,Grand Junction - Powell Building,39.0636,-108.5611,1399.9464,America/Denver,https://api.weather.gov/stations/A4603,https://api.weather.gov/zones/forecast/COZ006,https://api.weather.gov/zones/fire/COZ203
A4604,Black Hawk,39.79251,-105.49131,2634.996,America/Denver,https://api.weather.gov/stations/A4604,https://api.weather.gov/zones/forecast/COZ036,https://api.weather.gov/zones/fire/COZ216
A4605,Coconut Creek,26.29405,-80.17634,7.9248,America/New_York,https://api.weather.gov/stations/A4605,https://api.weather.gov/zones/forecast/FLZ072,https://api.weather.gov/zones/fire/FLZ072
A4606,GARDINIER,27.86427,-82.38336,4.8768,America/New_York,https://api.weather.gov/stations/A4606,https://api.weather.gov/zones/forecast/FLZ151,https://api.weather.gov/zones/fire/FLZ151
A4607,Kooker Park,30.35611,-81.63556,9.144,America/New_York,https://api.weather.gov/stations/A4607,https://api.weather.gov/zones/forecast/FLZ125,https://api.weather.gov/zones/fire/FLZ125
A4609,Mandarin,30.1358,-81.6339,9.144,America/New_York,https://api.weather.gov/stations/A4609,https://api.weather.gov/zones/forecast/FLZ325,https://api.weather.gov/zones/fire/FLZ325
A4610,Winkler Pump Station,26.6028,-81.8789,7.0104,America/New_York,https://api.weather.gov/stations/A4610,https://api.weather.gov/zones/forecast/FLZ265,https://api.weather.gov/zones/fire/FLZ265
A4611,Port Manatee,27.63861,-82.54778,3.9624,America/New_York,https://api.weather.gov/stations/A4611,https://api.weather.gov/zones/forecast/FLZ155,https://api.weather.gov/zones/fire/FLZ155
A4612,Kendal,25.68694,-80.68694,4.8768,America/New_York,https://api.weather.gov/stations/A4612,https://api.weather.gov/zones/forecast/FLZ073,https://api.weather.gov/zones/fire/FLZ073
